Date,High,Low,Open,Close,Volume,Weekday,Diff_percent,Avg_weekday,Diff_from_max,Diff_from_min,Diff_percent_from_avg
2022-02-21,22.90999984741211,21.5,22.799999237060547,21.90999984741211,2049479.0,Monday,0.0,0.0,0.0,7.359999656677246,5.3769285678863525
2022-02-22,21.670000076293945,20.329999923706055,20.5,21.600000381469727,4120858.0,Tuesday,-11.219508473466082,-1.0256937462729965,-1.239999771118164,6.189999580383301,4.171928644180298
2022-02-23,21.549999237060547,20.5,21.5,20.6299991607666,2307543.0,Wednesday,4.651162790697675,0.09716087180443232,-1.3600006103515625,6.359999656677246,4.196928262710571
2022-02-24,19.915000915527344,18.485000610351562,19.0,18.729999542236328,5079376.0,Thursday,-13.157894736842104,-0.4703557752598061,-2.9949989318847656,4.345000267028809,2.371929407119751
2022-02-25,20.100000381469727,18.485000610351562,18.700000762939453,19.46500015258789,4177719.0,Friday,-1.6042739295235728,-0.746609105896314,-2.809999465942383,4.345000267028809,2.4644291400909424
2022-02-28,18.84000015258789,17.28499984741211,17.299999237060547,18.84000015258789,5495429.0,Monday,-8.092494726125672,-0.2419631103555989,-4.069999694824219,3.1449995040893555,1.2344286441802979
2022-03-01,18.78499984741211,17.03499984741211,18.399999618530273,17.110000610351562,4405817.0,Tuesday,5.978263066711904,-1.0256937462729965,-4.125,2.8949995040893555,1.0819284915924072
2022-03-02,17.364999771118164,16.40999984741211,16.600000381469727,17.104999542236328,4006486.0,Wednesday,-10.843368648773362,0.09716087180443232,-5.545000076293945,2.2699995040893555,0.05942845344543457
2022-03-03,17.940000534057617,15.739999771118164,17.110000610351562,16.030000686645508,4940088.0,Thursday,2.980714264693161,-0.4703557752598061,-4.969999313354492,1.5999994277954102,0.011928796768188477
2022-03-04,15.930000305175781,14.960000038146973,15.270000457763672,15.255000114440918,4261321.0,Friday,-12.049771430441483,-0.746609105896314,-6.979999542236328,0.8199996948242188,-1.3830711841583252
2022-03-07,16.280000686645508,14.140000343322754,14.75,15.5600004196167,4222884.0,Monday,-3.5254268322960804,-0.2419631103555989,-6.629999160766602,0.0,-1.6180708408355713
2022-03-08,16.639999389648438,14.949999809265137,15.225000381469727,15.5,4133516.0,Tuesday,3.1198710644884264,-1.0256937462729965,-6.270000457763672,0.8099994659423828,-1.033071756362915
2022-03-09,17.0,15.800000190734863,16.139999389648438,16.434999465942383,4126776.0,Wednesday,5.669139050683951,0.09716087180443232,-5.909999847412109,1.6599998474121094,-0.4280712604522705
2022-03-10,16.78499984741211,16.040000915527344,16.600000381469727,16.264999389648438,2740274.0,Thursday,2.771090248496498,-0.4703557752598061,-6.125,1.9000005722045898,-0.4155709743499756
2022-03-11,17.114999771118164,16.094999313354492,16.280000686645508,16.81999969482422,2999068.0,Friday,-1.9656000081542664,-0.746609105896314,-5.795000076293945,1.9549989700317383,-0.22307181358337402
2022-03-14,17.4950008392334,17.0,17.0,17.364999771118164,2360231.0,Monday,4.2352900785558365,-0.2419631103555989,-5.414999008178711,2.859999656677246,0.41942906379699707
2022-03-15,17.78499984741211,16.959999084472656,17.3700008392334,17.604999542236328,2582276.0,Tuesday,2.1301141125893457,-1.0256937462729965,-5.125,2.8199987411499023,0.5444281101226807
2022-03-16,18.665000915527344,17.68000030517578,18.059999465942383,18.225000381469727,3651880.0,Wednesday,3.820590515576628,0.09716087180443232,-4.244998931884766,3.5399999618530273,1.3444292545318604
2022-03-17,18.920000076293945,17.584999084472656,18.69499969482422,18.375,2894143.0,Thursday,3.396631394744757,-0.4703557752598061,-3.989999771118164,3.4449987411499023,1.4244282245635986
2022-03-18,18.420000076293945,17.700000762939453,18.25,18.3700008392334,5524407.0,Friday,-2.4383544921875,-0.746609105896314,-4.489999771118164,3.560000419616699,1.231929063796997
2022-03-21,18.354999542236328,17.6299991607666,18.354999542236328,17.774999618530273,2091264.0,Monday,0.5720487325249763,-0.2419631103555989,-4.555000305175781,3.4899988174438477,1.1644279956817627
2022-03-22,18.209999084472656,17.514999389648438,18.155000686645508,17.78499984741211,1561737.0,Tuesday,-1.10161855150981,-1.0256937462729965,-4.700000762939453,3.3749990463256836,1.0344278812408447
2022-03-23,17.850000381469727,16.78499984741211,17.7549991607666,16.96500015258789,1939184.0,Wednesday,-2.2528952114106184,0.09716087180443232,-5.059999465942383,2.6449995040893555,0.4894287586212158
2022-03-24,17.05500030517578,16.520000457763672,16.854999542236328,16.704999923706055,1849811.0,Thursday,-5.339659703193686,-0.4703557752598061,-5.854999542236328,2.380000114440918,-0.040570974349975586
2022-03-25,16.8700008392334,16.434999465942383,16.71500015258789,16.594999313354492,1156612.0,Friday,-0.8375673848065276,-0.746609105896314,-6.039999008178711,2.294999122619629,-0.17557120323181152
2022-03-28,17.354999542236328,16.6299991607666,16.6299991607666,16.950000762939453,2211026.0,Monday,-0.5111304636853075,-0.2419631103555989,-5.555000305175781,2.4899988174438477,0.1644279956817627
2022-03-29,17.229999542236328,15.869999885559082,16.100000381469727,16.895000457763672,2704997.0,Tuesday,-3.2919178058335725,-1.0256937462729965,-5.680000305175781,1.7299995422363281,-0.27807164192199707
2022-03-30,17.155000686645508,16.354999542236328,16.985000610351562,16.875,1851022.0,Wednesday,5.210480995464137,0.09716087180443232,-5.754999160766602,2.214999198913574,-0.07307124137878418
2022-03-31,17.0,16.43000030517578,16.93000030517578,16.530000686645508,1747302.0,Thursday,-0.32486889654081547,-0.4703557752598061,-5.909999847412109,2.2899999618530273,-0.11307120323181152
2022-04-01,16.915000915527344,16.239999771118164,16.520000457763672,16.30500030517578,1751804.0,Friday,-2.4818392012781545,-0.746609105896314,-5.994998931884766,2.09999942779541,-0.25057101249694824
2022-04-04,16.545000076293945,16.104999542236328,16.385000228881836,16.43000030517578,1189817.0,Monday,-0.8239257064145235,-0.2419631103555989,-6.364999771118164,1.9649991989135742,-0.5030715465545654
2022-04-05,16.71500015258789,15.774999618530273,16.489999771118164,15.979999542236328,1940849.0,Tuesday,0.6367467780092532,-1.0256937462729965,-6.194999694824219,1.6349992752075195,-0.5830714702606201
2022-04-06,15.944999694824219,15.364999771118164,15.869999885559082,15.890000343322754,2371705.0,Wednesday,-3.9067415880906933,0.09716087180443232,-6.965000152587891,1.2249994277954102,-1.1730716228485107
2022-04-07,16.614999771118164,15.960000038146973,16.0,16.270000457763672,2623217.0,Thursday,0.8125007152557373,-0.4703557752598061,-6.295000076293945,1.8199996948242188,-0.5405714511871338
2022-04-08,16.635000228881836,15.970000267028809,16.299999237060547,16.575000762939453,2186648.0,Friday,1.8404862030818543,-0.746609105896314,-6.274999618530273,1.8299999237060547,-0.5255711078643799
2022-04-11,16.520000457763672,15.569999694824219,16.520000457763672,15.569999694824219,1808837.0,Monday,1.3317264806717009,-0.2419631103555989,-6.3899993896484375,1.4299993515014648,-0.7830712795257568
2022-04-12,15.765000343322754,15.220000267028809,15.40999984741211,15.5649995803833,1716304.0,Tuesday,-7.203118892554508,-1.0256937462729965,-7.1449995040893555,1.0799999237060547,-1.335571050643921
2022-04-13,15.925000190734863,15.515000343322754,15.5649995803833,15.890000343322754,1008850.0,Wednesday,0.9958222752960358,0.09716087180443232,-6.984999656677246,1.375,-1.1080710887908936
2022-04-14,15.9399995803833,15.5649995803833,15.899999618530273,15.65999984741211,1152236.0,Thursday,2.1069185294605597,-0.4703557752598061,-6.970000267028809,1.4249992370605469,-1.0755717754364014
2022-04-19,15.854999542236328,15.460000038146973,15.65999984741211,15.819999694824219,1170950.0,Tuesday,-1.5325656031716066,-1.0256937462729965,-7.055000305175781,1.3199996948242188,-1.1705715656280518
2022-04-20,16.434999465942383,15.824999809265137,15.9399995803833,16.219999313354492,1478616.0,Wednesday,1.7565855730371256,0.09716087180443232,-6.475000381469727,1.6849994659423828,-0.6980717182159424
2022-04-21,16.565000534057617,16.09000015258789,16.229999542236328,16.329999923706055,1311841.0,Thursday,1.7868143563303411,-0.4703557752598061,-6.344999313354492,1.9499998092651367,-0.5005710124969482
2022-04-22,16.524999618530273,16.010000228881836,16.200000762939453,16.334999084472656,1699058.0,Friday,-0.1851776412597637,-0.746609105896314,-6.385000228881836,1.869999885559082,-0.5605714321136475
2022-04-25,16.514999389648438,15.899999618530273,16.104999542236328,16.079999923706055,1093483.0,Monday,-0.5898865160100042,-0.2419631103555989,-6.395000457763672,1.7599992752075195,-0.6205718517303467
2022-04-26,16.520000457763672,15.46500015258789,16.260000228881836,15.625,2782550.0,Tuesday,0.9532637420889315,-1.0256937462729965,-6.3899993896484375,1.3249998092651367,-0.8355710506439209
2022-04-27,15.479999542236328,14.635000228881836,15.449999809265137,15.279999732971191,1889434.0,Wednesday,-5.242721227290591,0.09716087180443232,-7.430000305175781,0.49499988555908203,-1.7705714702606201
2022-04-28,16.139999389648438,15.319999694824219,15.4399995803833,15.96500015258789,1969869.0,Thursday,-0.06476832353377357,-0.4703557752598061,-6.770000457763672,1.1799993515014648,-1.098071813583374
2022-04-29,16.209999084472656,15.725000381469727,16.0,15.899999618530273,1448844.0,Friday,3.50000262260437,-0.746609105896314,-6.700000762939453,1.5850000381469727,-0.8605716228485107
2022-05-02,15.925000190734863,14.149999618530273,15.829999923706055,15.8149995803833,1388758.0,Monday,-1.0739107840383715,-0.2419631103555989,-6.984999656677246,0.009999275207519531,-1.7905714511871338
2022-05-03,15.944999694824219,15.444999694824219,15.8149995803833,15.729999542236328,1684065.0,Tuesday,-0.09484883794344273,-1.0256937462729965,-6.965000152587891,1.3049993515014648,-1.1330716609954834
2022-05-04,15.789999961853027,15.425000190734863,15.789999961853027,15.475000381469727,1088665.0,Wednesday,-0.15832564021956858,0.09716087180443232,-7.119999885559082,1.2849998474121094,-1.2205712795257568
2022-05-05,16.0,15.484999656677246,15.699999809265137,15.59000015258789,1903854.0,Thursday,-0.5732493865049494,-0.4703557752598061,-6.909999847412109,1.3449993133544922,-1.085571527481079
2022-05-06,15.619999885559082,15.114999771118164,15.59000015258789,15.369999885559082,1681307.0,Friday,-0.7055782912162866,-0.746609105896314,-7.289999961853027,0.9749994277954102,-1.460571527481079
2022-05-09,15.479999542236328,14.899999618530273,15.350000381469727,14.989999771118164,1697595.0,Monday,-1.5635163853669212,-0.2419631103555989,-7.430000305175781,0.7599992752075195,-1.6380717754364014
2022-05-10,15.5,15.0,15.204999923706055,15.069999694824219,1047471.0,Tuesday,-0.9536366885316603,-1.0256937462729965,-7.409999847412109,0.8599996566772461,-1.5780713558197021
2022-05-11,16.21500015258789,15.364999771118164,15.5,16.149999618530273,2243150.0,Wednesday,1.9032262986706148,0.09716087180443232,-6.694999694824219,1.2249994277954102,-1.0380713939666748
2022-05-12,16.80500030517578,14.859999656677246,15.824999809265137,15.305000305175781,3992238.0,Thursday,2.0537112997300486,-0.4703557752598061,-6.104999542236328,0.7199993133544922,-0.9955713748931885
2022-05-13,17.135000228881836,15.84000015258789,16.049999237060547,17.0,3808957.0,Friday,1.4018656603787936,-0.746609105896314,-5.774999618530273,1.6999998092651367,-0.34057116508483887
2022-05-16,17.149999618530273,16.514999389648438,16.850000381469727,17.030000686645508,1431360.0,Monday,4.747781164972296,-0.2419631103555989,-5.760000228881836,2.3749990463256836,0.00442814826965332
2022-05-17,17.59000015258789,17.010000228881836,17.165000915527344,17.209999084472656,1601814.0,Tuesday,1.8351326376724504,-1.0256937462729965,-5.319999694824219,2.869999885559082,0.47192883491516113
2022-05-18,17.53499984741211,16.78499984741211,17.209999084472656,16.78499984741211,1815996.0,Wednesday,0.2614652605409556,0.09716087180443232,-5.375,2.6449995040893555,0.3319284915924072
2022-05-19,17.2549991607666,16.479999542236328,16.780000686645508,17.204999923706055,1639538.0,Thursday,-2.562564840473254,-0.4703557752598061,-5.655000686645508,2.339999198913574,0.039427995681762695
2022-05-20,18.15999984741211,17.18000030517578,17.360000610351562,17.725000381469727,2552848.0,Friday,3.341013267938525,-0.746609105896314,-4.75,3.0399999618530273,0.8419287204742432
2022-05-23,18.0,17.334999084472656,17.899999618530273,17.594999313354492,1424711.0,Monday,3.016754299925784,-0.2419631103555989,-4.909999847412109,3.1949987411499023,0.839428186416626
2022-05-24,17.354999542236328,16.764999389648438,17.1200008392334,17.06999969482422,1843866.0,Tuesday,-4.556067412738526,-1.0256937462729965,-5.555000305175781,2.6249990463256836,0.23192811012268066
2022-05-25,17.65999984741211,17.0,17.309999465942383,17.65999984741211,1358225.0,Wednesday,1.0976235272728274,0.09716087180443232,-5.25,2.859999656677246,0.5019285678863525
2022-05-27,17.81999969482422,17.125,17.75,17.549999237060547,1632195.0,Friday,2.4788762482119275,-0.746609105896314,-5.090000152587891,2.984999656677246,0.6444284915924072
2022-05-30,17.725000381469727,17.209999084472656,17.55500030517578,17.549999237060547,1154942.0,Monday,-1.1107928876920983,-0.2419631103555989,-5.184999465942383,3.0699987411499023,0.6394283771514893
2022-05-31,17.56999969482422,17.200000762939453,17.540000915527344,17.200000762939453,3530730.0,Tuesday,-0.08551532990605058,-1.0256937462729965,-5.340000152587891,3.060000419616699,0.5569288730621338
2022-06-01,17.354999542236328,16.6299991607666,17.280000686645508,16.68000030517578,684555.0,Wednesday,-1.5046308943886313,0.09716087180443232,-5.555000305175781,2.4899988174438477,0.1644279956817627
